title,year,genre,director,rating,votes,runtime,revenue
Escape to Witch Mountain,1975,"Family, Fantasy, Science Fiction",James Cameron,5.4,112144,119,
"Farewell, My Lovely",1975,"Mystery, Crime, Noir",Ridley Scott,6.8,75263,134,85.8
Flash and the Firecat,1975,Action,Stanley Kubrick,3.3,2192,101,
Fore Play,1975,Comedy,Quentin Tarantino,5.8,448,103,220.5
The Fortune,1975,"Comedy, War",Ridley Scott,6.2,348,113,
The Four Deuces,1975,Comedy,David Fincher,7.8,43251,100,
Framed,1975,"Crime, Drama",Ridley Scott,5.1,29977,117,23.4
French Connection II,1975,"Crime, Drama, Action",Peter Jackson,7.3,10741,122,181.5
Friday Foster,1975,Action,Martin Scorsese,7.4,16827,140,397.8
Friendly Persuasion,1975,Drama,Unknown Director,3.7,63587,94,
Funny Lady,1975,"Musical, Comedy, Drama",Wes Anderson,5.9,4047,120,
Gemini Affair,1975,Drama,James Cameron,5.9,35846,122,578.5
The Giant Spider Invasion,1975,"Science Fiction, Horror",Peter Jackson,8.1,87260,160,41.3
"Give 'em Hell, Harry!",1975,Biography,David Fincher,6.4,87694,112,104.0
Gone with the West,1975,"Western, War",James Cameron,8.5,90037,112,
The Great Waldo Pepper,1975,Drama,Quentin Tarantino,7.2,32490,114,35.4
Grey Gardens,1975,Documentary,Coen Brothers,6.9,28968,91,73.2
The Happy Hooker,1975,"Comedy, Biography",Peter Jackson,5.9,115364,100,28.9
Hard Times,1975,"Drama, Action, Sport",Steven Spielberg,6.9,44432,108,
Hearts of the West,1975,"Comedy, War",Francis Ford Coppola,6.5,24414,99,58.0
Hester Street,1975,"Drama, Romance",Christopher Nolan,8.9,14451,81,17.8
The Hiding Place,1975,"Drama, Biography",Stanley Kubrick,5.2,15217,94,395.8
The Hindenburg,1975,Disaster,Christopher Nolan,5.8,36032,95,53.8
Hustle,1975,"Noir, Crime, Thriller",Coen Brothers,7.1,9346,83,
The Intruder,1975,Horror,Coen Brothers,5.7,27989,124,31.5
I Wonder Who's Killing Her Now?,1975,Comedy,Wes Anderson,6.3,59083,106,15.7
Jaws,1975,"Thriller, Adventure",Ridley Scott,5.9,8376,128,
Johnny Firecloud,1975,"Drama, Horror, Thriller",Steven Spielberg,5.6,25269,126,
The Killer Elite,1975,"Action, Thriller",David Fincher,5.5,3779,100,11.4
Lady Cocoa,1975,"Crime, Drama",Unknown Director,5.4,77991,67,
Las Vegas Lady,1975,Crime,Martin Scorsese,6.0,23099,93,29.3
Lepke,1975,"Crime, Drama",Martin Scorsese,4.6,91431,79,15.6
Let's Do It Again,1975,"Comedy, Action, Crime",Alfred Hitchcock,6.4,17052,100,
Love and Death,1975,Comedy,Steven Spielberg,8.9,39646,76,
Lucky Lady,1975,"Comedy, Drama",Unknown Director,7.7,151933,101,
Mackintosh and T.J.,1975,"Family, Western",Christopher Nolan,7.2,47177,99,
Mahogany,1975,"Drama, Romance",David Fincher,5.6,101260,120,
Man Friday,1975,Adventure,Peter Jackson,5.2,67364,103,1287.9
The Man in the Glass Booth,1975,"Biography, Drama",Steven Spielberg,7.3,28996,65,70.1
The Man Who Would Be King,1975,Adventure,Paul Thomas Anderson,6.9,59183,103,43.5
The Manchu Eagle Murder Caper Mystery,1975,"Comedy, Mystery",Paul Thomas Anderson,8.1,65407,101,99.1
Mandingo,1975,"Drama, Historical",Steven Spielberg,7.7,727,104,1904.9
The Master Gunfighter,1975,Western,Quentin Tarantino,8.9,23521,91,
Mitchell,1975,Action,Quentin Tarantino,6.2,98472,79,
Moonrunners,1975,"Action, Comedy",Stanley Kubrick,7.6,19217,119,
Mr. Ricco,1975,"Crime, Drama",Steven Spielberg,7.9,74674,154,
Mr. Sycamore,1975,"Comedy, Drama",Alfred Hitchcock,6.4,18777,182,
Murder on Flight 502,1975,"Drama, Mystery, Thriller",Quentin Tarantino,7.1,131252,106,12.5
Murph the Surf,1975,"Crime, Comedy",Wes Anderson,6.9,37994,89,244.5
Naked Came the Stranger,1975,Erotic,David Fincher,5.6,42587,99,
Nashville,1975,"Musical, Drama, Comedy",David Fincher,6.7,28303,154,540.1
Night Moves,1975,"Mystery, Noir",Francis Ford Coppola,5.6,61700,118,21.4
Once Is Not Enough,1975,"Drama, Romance",David Fincher,5.6,24225,101,
One Flew Over the Cuckoo's Nest,1975,Drama,Unknown Director,6.4,105064,118,
One of Our Dinosaurs Is Missing,1975,"Family, Comedy",Alfred Hitchcock,7.0,13639,105,
Operation Daybreak,1975,"Thriller, War",Christopher Nolan,6.4,49313,74,
The Other Side of the Mountain,1975,"Biography, Drama, Romance",Unknown Director,4.3,1540,99,111.2
Peeper,1975,"Comedy, Mystery",Francis Ford Coppola,5.6,2369,139,
Permission to Kill,1975,"Thriller, Spy",Stanley Kubrick,6.2,18583,140,
Poor Pretty Eddie,1975,Thriller,Stanley Kubrick,4.2,8885,112,
Posse,1975,Western,Unknown Director,5.3,43154,131,263.1
The Prisoner of Second Avenue,1975,"Comedy, Drama",Quentin Tarantino,7.6,86369,121,
Psychic Killer,1975,"Horror, Slasher",Unknown Director,5.9,49736,121,
Race with the Devil,1975,"Horror, Action",Peter Jackson,6.1,192,123,95.7
Rafferty and the Gold Dust Twins,1975,"Comedy, Drama",Christopher Nolan,4.8,11552,99,
Rancho Deluxe,1975,"Western, Comedy",Denis Villeneuve,5.5,16788,130,8.3
The Reincarnation of Peter Proud,1975,Horror,Peter Jackson,5.4,20993,125,
Report to the Commissioner,1975,"Crime, Drama",Steven Spielberg,5.2,7545,92,105.6
Return to Macon County,1975,"Drama, Action",Wes Anderson,6.0,77259,123,76.1
Rollerball,1975,"Science Fiction, Sports, Action",James Cameron,6.7,194584,107,216.0
Rooster Cogburn,1975,Western,Paul Thomas Anderson,8.7,115387,145,
Rosebud,1975,"Suspense, Action, Thriller",Ridley Scott,6.2,38552,119,48.9
Search for the Gods,1975,Drama,Peter Jackson,5.2,49300,140,13.8
Shampoo,1975,"Drama, Comedy, War",Martin Scorsese,5.4,48524,119,
Sharks' Treasure,1975,Adventure,Unknown Director,6.4,77103,122,
"Sheba, Baby",1975,Action,Unknown Director,5.8,16915,110,77.6
Sixpack Annie,1975,Comedy,Quentin Tarantino,7.0,121817,104,998.8
Smile,1975,Comedy,Steven Spielberg,6.4,34936,129,
Smoke in the Wind,1975,Western,David Fincher,6.0,2387,102,
The Specialist,1975,"Thriller, War",Francis Ford Coppola,8.5,103169,148,
The Stepford Wives,1975,"Science Fiction, Thriller",Denis Villeneuve,8.3,139,89,1959.3
The Strongest Man in the World,1975,"Science Fiction, Comedy",Francis Ford Coppola,4.9,129456,111,116.4
The Sunshine Boys,1975,Comedy,Francis Ford Coppola,6.9,32102,135,168.1
Supervixens,1975,Unknown,Quentin Tarantino,5.4,5673,70,44.7
Switchblade Sisters,1975,Action,James Cameron,6.9,56577,104,88.4
Take a Hard Ride,1975,Western,Stanley Kubrick,8.2,12373,99,8878.3
That's the Way of the World,1975,Musical,Martin Scorsese,7.6,72664,78,3.4
Three Days of the Condor,1975,"Thriller, Political",Unknown Director,7.5,136625,145,
Thundercrack!,1975,"Erotic, Horror, Comedy",Unknown Director,5.5,51486,107,1419.8
The Timber Tramps,1975,Adventure,Martin Scorsese,5.8,79310,103,3.6
Trucker's Woman,1975,Action,Martin Scorsese,7.3,54034,106,893.1
Tubby the Tuba,1975,"Animated, Comedy, Musical",James Cameron,7.9,9204,101,534.3
The Ultimate Warrior,1975,"Science Fiction, Action, Adventure",Francis Ford Coppola,6.6,5728,117,68.6
W.W. and the Dixie Dancekings,1975,"Action, Comedy",Francis Ford Coppola,6.3,39688,136,10.2
Walking Tall Part 2,1975,"Action, Crime",Francis Ford Coppola,7.8,80923,107,70.5
Whiffs,1975,Comedy,Denis Villeneuve,5.4,15185,100,41.0
White Line Fever,1975,"Action, Crime, Noir",Quentin Tarantino,5.4,29437,132,
The Wild McCullochs,1975,Drama,Martin Scorsese,7.8,6396,97,
The Wild Party,1975,"Drama, Comedy",Francis Ford Coppola,8.0,12152,114,10.5
The Wind and the Lion,1975,Adventure,Unknown Director,8.2,20750,143,133.9
Across the Great Divide,1976,"Family, War, Western",Paul Thomas Anderson,5.8,19502,129,19.0
Alex and the Gypsy,1976,Comedy,Francis Ford Coppola,8.5,107514,134,69.8
"Alice, Sweet Alice",1976,"Horror, Slasher",Wes Anderson,6.8,115536,105,602.9
All the President's Men,1976,"Biography, Drama, Political",David Fincher,10.0,68637,109,
The Amazing Dobermans,1976,"Comedy, Crime, Family",Martin Scorsese,7.4,13099,112,
Assault on Precinct 13,1976,"Action, Thriller",Steven Spielberg,6.5,33438,116,
At the Earth's Core,1976,"Science Fiction, Fantasy",Peter Jackson,9.4,48073,112,13.8
Baby Blue Marine,1976,"Drama, War",Denis Villeneuve,6.8,767,114,26.4
The Bad News Bears,1976,"Sports, Comedy",Alfred Hitchcock,6.1,16640,163,27.2
The Big Bus,1976,"Disaster, Comedy",James Cameron,8.0,156189,142,
The Bingo Long Traveling All-Stars & Motor Kings,1976,"Sports, Comedy",Christopher Nolan,8.6,56688,97,611.2
Bittersweet Love,1976,"Drama, Romance",Quentin Tarantino,7.6,59038,99,90.4
Black Heat,1976,Action,Unknown Director,8.0,59770,90,317.4
Black Shampoo,1976,Drama,David Fincher,7.1,202136,95,382.9
The Blue Bird,1976,"Family, Fantasy",Stanley Kubrick,7.7,116327,105,3.5
Bobbie Jo and the Outlaw,1976,"Drama, Crime",Steven Spielberg,2.7,24800,132,
Bound for Glory,1976,Biography,David Fincher,5.6,8835,115,1579.9
The Boy in the Plastic Bubble,1976,Drama,David Fincher,9.2,179829,79,369.4
Breaking Point,1976,"Crime, Drama",Wes Anderson,5.8,5553,105,
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",1976,"Western, Comedy",Francis Ford Coppola,7.0,48903,84,34.0
Burnt Offerings,1976,"Horror, Supernatural",Steven Spielberg,8.1,1201,119,
Cannonball,1976,"Action, Comedy",Alfred Hitchcock,6.7,29278,94,17.4
Car Wash,1976,Comedy,Denis Villeneuve,8.4,19009,114,94.5
Carrie,1976,"Horror, Supernatural",Paul Thomas Anderson,7.0,41287,141,67.4
The Cassandra Crossing,1976,"Disaster, Thriller",Alfred Hitchcock,8.0,57162,108,20.4
"Chesty Anderson, USN",1976,Comedy,Unknown Director,9.4,54646,129,
Creature from Black Lake,1976,Horror,Ridley Scott,6.5,35376,101,
Death Journey,1976,"Action, Crime",Denis Villeneuve,8.2,27454,132,231.6
Deadly Hero,1976,"Thriller, Noir",David Fincher,6.4,13527,113,
Diary of the Dead,1976,"Thriller, Noir",Unknown Director,4.4,64280,124,178.3
Dixie Dynamite,1976,Action,Wes Anderson,4.3,64275,114,
"Dr. Black, Mr. Hyde",1976,Horror,James Cameron,7.4,6093,75,
Drive-In,1976,Comedy,Francis Ford Coppola,8.1,10590,88,91.7
Drive-In Massacre,1976,Slasher,Coen Brothers,7.0,25372,124,434.2
Drum,1976,Action,Ridley Scott,5.7,62771,100,90.2
The Duchess and the Dirtwater Fox,1976,"Comedy, Western, Romance",Francis Ford Coppola,6.9,4890,105,
Eat My Dust,1976,Action,Stanley Kubrick,5.9,62174,98,
Echoes of a Summer,1976,"Drama, Family",Paul Thomas Anderson,8.0,76228,99,
Embryo,1976,"Science Fiction, Horror",Stanley Kubrick,5.8,56410,133,
The Enforcer,1976,"Thriller, Action, Noir",Alfred Hitchcock,6.0,117051,133,11.3
Escape from the Dark,1976,"Drama, Family",Quentin Tarantino,7.1,28372,98,
Family Plot,1976,"Suspense, Comedy, Thriller",Unknown Director,6.0,74409,141,168.7
Fighting Mad,1976,Action,Unknown Director,6.5,50888,130,20.6
The First Nudie Musical,1976,"Musical, Comedy",Francis Ford Coppola,7.7,2744,100,38.5
Flood!,1976,"Adventure, Disaster",Quentin Tarantino,7.7,7748,124,
The Food of the Gods,1976,"Horror, Science Fiction, Thriller",Paul Thomas Anderson,5.6,24610,102,178.4
Freaky Friday,1976,"Comedy, Fantasy",Peter Jackson,8.0,54617,119,
From Noon till Three,1976,Western,Peter Jackson,7.7,7989,142,71.7
The Front,1976,"Comedy, Drama",Denis Villeneuve,7.8,45422,78,416.5
Futureworld,1976,"Science Fiction, Thriller",Coen Brothers,7.8,112137,128,
Gable and Lombard,1976,Biography,Coen Brothers,7.1,48856,150,1754.7
Gator,1976,"Action, Comedy",Martin Scorsese,6.8,34338,87,47.9
God Told Me To,1976,"Horror, Science Fiction",Denis Villeneuve,8.2,3595,70,
The Great Scout & Cathouse Thursday,1976,"Western, Comedy",Alfred Hitchcock,6.5,22312,79,19.0
The Great Texas Dynamite Chase,1976,"Action, Comedy, Crime",David Fincher,6.9,111685,80,46.5
Grizzly,1976,"Horror, Thriller",Stanley Kubrick,7.3,16782,109,
The Gumball Rally,1976,"Action, Comedy",Unknown Director,5.4,54783,104,2407.1
Gus,1976,"Sports, Comedy",Stanley Kubrick,5.7,18103,117,
Harry and Walter Go to New York,1976,"Comedy, Historical",David Fincher,9.1,28448,110,
Hawmps!,1976,"Western, Comedy",Unknown Director,6.8,9154,80,270.9
High Velocity,1976,Action,Unknown Director,7.2,21931,125,379.0
Hollywood Boulevard,1976,Comedy,Coen Brothers,6.1,8046,156,
Hollywood Man,1976,Action,Christopher Nolan,7.7,32640,112,
Hot Potato,1976,Action,Alfred Hitchcock,7.0,61580,130,418.1
The Human Tornado,1976,Unknown,James Cameron,7.3,25092,109,
The Invasion of Johnson County,1976,Western,Denis Villeneuve,5.5,4580,97,72.4
"I Will, I Will... for Now",1976,"Comedy, Romance",Martin Scorsese,6.1,15296,96,121.6
J. D.'s Revenge,1976,Horror,Unknown Director,7.7,24046,102,
Jackson County Jail,1976,"Drama, Crime, Thriller",Wes Anderson,6.1,1724,120,
"Jim, the World's Greatest",1976,Drama,Unknown Director,5.5,31957,132,
Joe Panther,1976,Drama,Christopher Nolan,6.7,57121,115,3.9
Killer Force,1976,"Crime, Thriller",Quentin Tarantino,6.5,43317,72,243.5
The Killer Inside Me,1976,"Noir, Crime, Drama",Ridley Scott,8.1,53200,163,
The Killing of a Chinese Bookie,1976,"Noir, Crime",Steven Spielberg,6.3,38934,125,
King Kong,1976,Adventure,Martin Scorsese,5.7,104437,84,254.1
The Last Hard Men,1976,Western,Steven Spielberg,5.7,1763,150,
The Last Tycoon,1976,"Drama, Historical, Romance",Martin Scorsese,5.0,193670,103,936.5
Leadbelly,1976,Biography,Peter Jackson,6.9,8319,114,
Lifeguard,1976,Drama,Denis Villeneuve,4.1,125625,93,
Lipstick,1976,"Drama, Thriller",Stanley Kubrick,5.5,23983,124,1039.5
Logan's Run,1976,"Science Fiction, Action",Unknown Director,7.2,12901,87,111.3
Mako: The Jaws of Death,1976,Thriller,David Fincher,6.6,14021,141,2.5
Mansion of the Doomed,1976,Horror,Quentin Tarantino,6.2,30721,69,
Marathon Man,1976,Thriller,Steven Spielberg,7.7,13539,120,61.8
Massacre at Central High,1976,"Thriller, Horror",Alfred Hitchcock,5.0,6056,122,
Mastermind,1976,"Comedy, Thriller",Wes Anderson,6.2,29907,95,
A Matter of Time,1976,"Fantasy, Musical",Francis Ford Coppola,6.1,31358,76,
Mean Johnny Barrows,1976,"Crime, Drama",Steven Spielberg,7.6,104322,93,
Midway,1976,War,Unknown Director,8.4,37747,68,115.0
Mikey and Nicky,1976,"Drama, Crime",Paul Thomas Anderson,6.9,18520,105,615.0
The Missouri Breaks,1976,Western,Alfred Hitchcock,7.6,11790,104,57.5
The Monkey Hustle,1976,Action,Christopher Nolan,6.3,892,104,536.2
"Mother, Jugs & Speed",1976,Comedy,Francis Ford Coppola,7.9,19948,135,52.1
Moving Violation,1976,Action,Denis Villeneuve,7.9,15256,126,27.8
Murder by Death,1976,"Comedy, Mystery",Martin Scorsese,6.6,4203,116,
Mustang Country,1976,Western,Francis Ford Coppola,5.4,24301,108,
Nashville Girl,1976,Drama,James Cameron,7.2,3282,117,
Network,1976,"Drama, Comedy",Stanley Kubrick,5.7,51786,60,461.2
The Next Man,1976,"Thriller, Action, Political",Peter Jackson,9.8,18067,109,499.5
"Next Stop, Greenwich Village",1976,"Comedy, Drama",Christopher Nolan,6.2,103417,102,341.4
Nickelodeon,1976,Comedy,Ridley Scott,6.8,91797,120,
"No Deposit, No Return",1976,"Comedy, Crime",Christopher Nolan,7.5,130831,137,
Norman... Is That You?,1976,Comedy,Stanley Kubrick,5.8,21419,116,
Obsession,1976,"Thriller, Noir",David Fincher,4.2,1759,84,
Ode to Billy Joe,1976,Drama,James Cameron,7.4,23772,107,
The Omen,1976,"Horror, Supernatural",Christopher Nolan,6.7,91339,102,
One Away,1976,"Drama, Action",David Fincher,7.5,3116,113,
One Summer Love,1976,"Romance, Drama",David Fincher,8.2,53554,95,
The Opening of Misty Beethoven,1976,"Erotic, Comedy",Coen Brothers,9.1,117252,82,1263.7
The Outlaw Josey Wales,1976,Western,Stanley Kubrick,5.9,99636,102,
The Pink Panther Strikes Again,1976,Comedy,Coen Brothers,7.9,40294,107,364.1
Pony Express Rider,1976,Western,David Fincher,4.0,14512,109,14.0
The Premonition,1976,Horror,Stanley Kubrick,6.5,44660,116,
The Return of a Man Called Horse,1976,Western,Unknown Director,6.1,5448,90,42.1
Revenge of the Cheerleaders,1976,Comedy,Martin Scorsese,5.1,27114,107,143.3
"Rich Man, Poor Man",1976,Drama,Steven Spielberg,5.6,35008,122,1922.7
The Ritz,1976,Comedy,Wes Anderson,5.7,35665,128,181.4
The River Niger,1976,Drama,Alfred Hitchcock,6.3,15306,115,472.0
Robin and Marian,1976,"Adventure, Romance",Unknown Director,8.3,88183,94,
Rocky,1976,"Sports, Drama",James Cameron,8.0,74086,112,320.7
The Savage Bees,1976,Horror,Ridley Scott,5.6,167347,84,14.6
Scorchy,1976,"Action, Crime, War",Steven Spielberg,6.9,8189,109,132.9
The Sell Out,1976,Drama,Paul Thomas Anderson,5.8,116715,149,
The Seven-Per-Cent Solution,1976,Mystery,James Cameron,6.2,50531,103,19.6
Shadow of the Hawk,1976,"Adventure, Horror",Francis Ford Coppola,5.1,6568,121,146.2
The Shaggy D.A.,1976,"Family, Comedy",Stanley Kubrick,6.0,2239,114,74.1
Shoot,1976,Drama,Steven Spielberg,8.6,37467,118,
The Shootist,1976,"Western, War",Christopher Nolan,7.3,182953,96,78.7
Shout at the Devil,1976,"War, Adventure",Denis Villeneuve,6.5,182326,133,5.9
Silent Movie,1976,Comedy,Coen Brothers,7.7,2773,99,362.1
Silver Streak,1976,"Comedy, Thriller",Francis Ford Coppola,7.7,47723,141,377.6
Slumber Party '57,1976,"Comedy, Drama",Martin Scorsese,8.2,100130,111,97.9
A Small Town in Texas,1976,"Crime, Action",Coen Brothers,5.6,10816,127,
Sky Riders,1976,Action,James Cameron,3.4,40219,122,
Sparkle,1976,"Musical, Drama, Teen",James Cameron,6.3,56286,101,117.2
Special Delivery,1976,"Crime, Comedy, Noir",Wes Anderson,6.2,100432,131,96.0
Squirm,1976,Horror,Quentin Tarantino,6.2,67145,99,38.3
A Star is Born,1976,"Musical, Drama, Romance",Denis Villeneuve,8.0,2403,112,785.1
Stay Hungry,1976,"Comedy, Drama",James Cameron,7.9,11206,76,
St. Ives,1976,"Action, Crime, Thriller",Denis Villeneuve,5.8,2868,118,
Swashbuckler,1976,"Adventure, Romance",David Fincher,4.7,35244,81,50.4
Sweet Revenge,1976,"Drama, Crime",Wes Anderson,8.2,10375,124,
The Swiss Conspiracy,1976,"Drama, Action",Peter Jackson,8.0,31084,105,59.3
Sybil,1976,Drama,Ridley Scott,8.5,63063,93,64.3
Target of an Assassin,1976,"Drama, Thriller",Stanley Kubrick,3.7,563,95,23.4
Taxi Driver,1976,"Drama, Noir, Thriller",Unknown Director,5.7,139635,113,
The Town That Dreaded Sundown,1976,"Horror, Thriller",Alfred Hitchcock,7.1,12193,87,
Trackdown,1976,"Crime, Drama",Coen Brothers,6.6,51829,60,113.0
Tracks,1976,Drama,Francis Ford Coppola,9.6,20348,107,
Treasure of Matecumbe,1976,"Family, Adventure, Western",David Fincher,6.5,3199,93,
Tunnel Vision,1976,Comedy,Unknown Director,6.5,38144,109,
Two-Minute Warning,1976,"Thriller, Action",Francis Ford Coppola,5.3,77105,127,67.2
21 Hours at Munich,1976,"Drama, Historical, Sport",Paul Thomas Anderson,5.6,7500,88,5.7
Up!,1976,"Erotic, Comedy",Alfred Hitchcock,7.5,38953,102,854.2
Velvet Smooth,1976,Mystery,Christopher Nolan,7.5,38252,110,109.7
Victory at Entebbe,1976,"Drama, Action",Francis Ford Coppola,6.8,22090,88,63.9
Vigilante Force,1976,Action,James Cameron,6.0,85223,108,46.2
Voyage of the Damned,1976,Drama,Unknown Director,8.4,52007,127,
W.C. Fields and Me,1976,Biography,Martin Scorsese,7.6,74326,107,13.1
Welcome to L.A.,1976,"Drama, Musical, Romance",Steven Spielberg,6.3,21541,133,
The Winds of Autumn,1976,Western,Christopher Nolan,6.7,64367,112,132.2
The Witch Who Came from the Sea,1976,Horror,Coen Brothers,6.0,3237,164,321.8
"Won Ton Ton, the Dog Who Saved Hollywood",1976,Comedy,Quentin Tarantino,6.7,26946,99,
The Bette Midler Show,1976,Comedy,Stanley Kubrick,5.3,101654,127,87.3
The Blank Generation,1976,Documentary,Denis Villeneuve,7.0,8805,134,678.8
"Harlan County, USA",1976,Documentary,Quentin Tarantino,7.2,32008,144,249.8
The Memory of Justice,1976,Documentary,Steven Spielberg,4.9,13286,113,16.3
Secrets of the Gods,1976,Documentary,Coen Brothers,5.1,79929,121,450.2
The Song Remains the Same,1976,Performance,David Fincher,6.3,17718,102,
"That's Entertainment, Part II",1976,Documentary,Coen Brothers,4.7,16867,89,76.6
To Fly!,1976,"Documentary, Drama, Short",Martin Scorsese,7.3,67840,120,207.1
1900,1977,"Drama, Historical",James Cameron,8.0,16876,85,333.0
3 Women,1977,Drama,Francis Ford Coppola,6.8,52198,133,112.8
Airport '77,1977,Disaster,Quentin Tarantino,6.7,66776,113,10.6
Andy Warhol's Bad,1977,Comedy,Alfred Hitchcock,5.3,19458,103,737.7
Annie Hall,1977,"Comedy, Drama, Romance",Unknown Director,5.0,23993,131,
Audrey Rose,1977,"Horror, Drama",Christopher Nolan,4.2,7311,79,613.4
Bad Georgia Road,1977,"Action, Comedy",Quentin Tarantino,4.2,48138,102,52.0
The Bad News Bears in Breaking Training,1977,"Sports, Comedy, Drama",Paul Thomas Anderson,7.0,10015,84,182.3
Bare Knuckles,1977,Action,Martin Scorsese,8.0,31044,127,116.3
Between the Lines,1977,Drama,Peter Jackson,7.1,29191,73,11514.0
Beyond Reason,1977,"Drama, Independent",Coen Brothers,7.3,3955,135,122.6
The Billion Dollar Hobo,1977,Comedy,Steven Spielberg,4.7,18404,138,
